sqft,bedrooms,bathrooms,clean_type,clutter,fridge,oven,labor_hours,clock_hours,rate_check_hours,price,solo_label,solo_hours,solo_price
4400,2,4,standard,high,yes,no,2.49,1.24,20.55,110,SOLO STANDARD,2.49,110
4400,2,4,standard,high,yes,yes,3.12,1.56,22.65,140,SOLO STANDARD,3.12,140
4400,2,4,deep,low,no,no,3.58,1.79,11.82,160,SOLO DEEP,3.58,160
4400,2,4,deep,low,no,yes,4.2,2.1,13.92,190,SOLO DEEP,4.2,190
4400,2,4,deep,low,yes,no,3.26,1.63,13.52,145,SOLO DEEP,3.26,145
4400,2,4,deep,low,yes,yes,3.89,1.95,15.62,175,SOLO DEEP,3.89,175
4400,2,4,deep,medium,no,no,3.87,1.94,15.31,175,SOLO DEEP,3.87,175
4400,2,4,deep,medium,no,yes,4.5,2.25,17.41,205,SOLO DEEP,4.5,205
4400,2,4,deep,medium,yes,no,3.56,1.78,17.01,160,SOLO DEEP,3.56,160
4400,2,4,deep,medium,yes,yes,4.19,2.09,19.11,190,SOLO DEEP,4.19,190
4400,2,4,deep,high,no,no,4.59,2.3,37.91,205,SOLO DEEP,4.59,205
4400,2,4,deep,high,no,yes,5.22,2.61,40.01,235,SOLO DEEP,5.22,235
4400,2,4,deep,high,yes,no,4.28,2.14,39.61,195,SOLO DEEP,4.28,195
4400,2,4,deep,high,yes,yes,4.91,2.46,41.71,220,SOLO DEEP,4.91,220
4400,2,5,standard,low,no,no,1.93,0.97,5.88,85,SOLO STANDARD,1.93,85
4400,2,5,standard,low,no,yes,2.56,1.28,7.98,115,SOLO STANDARD,2.56,115
4400,2,5,standard,low,yes,no,1.62,0.81,7.58,75,SOLO STANDARD,1.62,75
4400,2,5,standard,low,yes,yes,2.25,1.13,9.68,100,SOLO STANDARD,2.25,100
4400,2,5,standard,medium,no,no,2.23,1.11,7.61,100,SOLO STANDARD,2.23,100
4400,2,5,standard,medium,no,yes,2.86,1.43,9.71,130,SOLO STANDARD,2.86,130
4400,2,5,standard,medium,yes,no,1.92,0.96,9.31,85,SOLO STANDARD,1.92,85
4400,2,5,standard,medium,yes,yes,2.55,1.27,11.41,115,SOLO STANDARD,2.55,115
4400,2,5,standard,high,no,no,2.95,1.48,18.85,135,SOLO STANDARD,2.95,135
4400,2,5,standard,high,no,yes,3.58,1.79,20.95,160,SOLO STANDARD,3.58,160
4400,2,5,standard,high,yes,no,2.64,1.32,20.55,120,SOLO STANDARD,2.64,120
4400,2,5,standard,high,yes,yes,3.27,1.63,22.65,145,SOLO STANDARD,3.27,145
4400,2,5,deep,low,no,no,3.73,1.86,11.82,170,SOLO DEEP,3.73,170
4400,2,5,deep,low,no,yes,4.35,2.18,13.92,195,SOLO DEEP,4.35,195
4400,2,5,deep,low,yes,no,3.41,1.71,13.52,155,SOLO DEEP,3.41,155
4400,2,5,deep,low,yes,yes,4.04,2.02,15.62,180,SOLO DEEP,4.04,180
4400,2,5,deep,medium,no,no,4.02,2.01,15.31,180,SOLO DEEP,4.02,180
4400,2,5,deep,medium,no,yes,4.65,2.33,17.41,210,SOLO DEEP,4.65,210
4400,2,5,deep,medium,yes,no,3.71,1.86,17.01,165,SOLO DEEP,3.71,165
4400,2,5,deep,medium,yes,yes,4.34,2.17,19.11,195,SOLO DEEP,4.34,195
4400,2,5,deep,high,no,no,4.74,2.37,37.91,215,SOLO DEEP,4.74,215
4400,2,5,deep,high,no,yes,5.37,2.69,40.01,240,SOLO DEEP,5.37,240
4400,2,5,deep,high,yes,no,4.43,2.22,39.61,200,SOLO DEEP,4.43,200
4400,2,5,deep,high,yes,yes,5.06,2.53,41.71,230,SOLO DEEP,5.06,230
4400,3,1,standard,low,no,no,1.89,0.95,5.88,85,SOLO STANDARD,1.89,85
4400,3,1,standard,low,no,yes,2.52,1.26,7.98,115,SOLO STANDARD,2.52,115
4400,3,1,standard,low,yes,no,1.58,0.79,7.58,70,SOLO STANDARD,1.58,70
4400,3,1,standard,low,yes,yes,2.21,1.11,9.68,100,SOLO STANDARD,2.21,100
4400,3,1,standard,medium,no,no,2.19,1.09,7.61,100,SOLO STANDARD,2.19,100
4400,3,1,standard,medium,no,yes,2.82,1.41,9.71,125,SOLO STANDARD,2.82,125
4400,3,1,standard,medium,yes,no,1.88,0.94,9.31,85,SOLO STANDARD,1.88,85
4400,3,1,standard,medium,yes,yes,2.51,1.25,11.41,115,SOLO STANDARD,2.51,115
4400,3,1,standard,high,no,no,2.91,1.46,18.85,130,SOLO STANDARD,2.91,130
4400,3,1,standard,high,no,yes,3.54,1.77,20.95,160,SOLO STANDARD,3.54,160
4400,3,1,standard,high,yes,no,2.6,1.3,20.55,115,SOLO STANDARD,2.6,115
4400,3,1,standard,high,yes,yes,3.23,1.61,22.65,145,SOLO STANDARD,3.23,145
4400,3,1,deep,low,no,no,3.69,1.84,11.82,165,SOLO DEEP,3.69,165
4400,3,1,deep,low,no,yes,4.31,2.16,13.92,195,SOLO DEEP,4.31,195
4400,3,1,deep,low,yes,no,3.37,1.69,13.52,150,SOLO DEEP,3.37,150
4400,3,1,deep,low,yes,yes,4,2,15.62,180,SOLO DEEP,4,180
4400,3,1,deep,medium,no,no,3.98,1.99,15.31,180,SOLO DEEP,3.98,180
4400,3,1,deep,medium,no,yes,4.61,2.31,17.41,205,SOLO DEEP,4.61,205
4400,3,1,deep,medium,yes,no,3.67,1.84,17.01,165,SOLO DEEP,3.67,165
4400,3,1,deep,medium,yes,yes,4.3,2.15,19.11,195,SOLO DEEP,4.3,195
4400,3,1,deep,high,no,no,4.7,2.35,37.91,210,SOLO DEEP,4.7,210
4400,3,1,deep,high,no,yes,5.33,2.67,40.01,240,SOLO DEEP,5.33,240
4400,3,1,deep,high,yes,no,4.39,2.2,39.61,200,SOLO DEEP,4.39,200
4400,3,1,deep,high,yes,yes,5.02,2.51,41.71,225,SOLO DEEP,5.02,225
4400,3,2,standard,low,no,no,2.04,1.02,5.88,90,SOLO STANDARD,2.04,90
4400,3,2,standard,low,no,yes,2.67,1.34,7.98,120,SOLO STANDARD,2.67,120
4400,3,2,standard,low,yes,no,1.73,0.87,7.58,80,SOLO STANDARD,1.73,80
4400,3,2,standard,low,yes,yes,2.36,1.18,9.68,105,SOLO STANDARD,2.36,105
4400,3,2,standard,medium,no,no,2.34,1.17,7.61,105,SOLO STANDARD,2.34,105
4400,3,2,standard,medium,no,yes,2.97,1.48,9.71,135,SOLO STANDARD,2.97,135
4400,3,2,standard,medium,yes,no,2.03,1.01,9.31,90,SOLO STANDARD,2.03,90
4400,3,2,standard,medium,yes,yes,2.66,1.33,11.41,120,SOLO STANDARD,2.66,120
4400,3,2,standard,high,no,no,3.06,1.53,18.85,140,SOLO STANDARD,3.06,140
4400,3,2,standard,high,no,yes,3.69,1.84,20.95,165,SOLO STANDARD,3.69,165
4400,3,2,standard,high,yes,no,2.75,1.38,20.55,125,SOLO STANDARD,2.75,125
4400,3,2,standard,high,yes,yes,3.38,1.69,22.65,150,SOLO STANDARD,3.38,150
4400,3,2,deep,low,no,no,3.84,1.92,11.82,175,SOLO DEEP,3.84,175
4400,3,2,deep,low,no,yes,4.46,2.23,13.92,200,SOLO DEEP,4.46,200
4400,3,2,deep,low,yes,no,3.52,1.76,13.52,160,SOLO DEEP,3.52,160
4400,3,2,deep,low,yes,yes,4.15,2.08,15.62,185,SOLO DEEP,4.15,185
4400,3,2,deep,medium,no,no,4.13,2.07,15.31,185,SOLO DEEP,4.13,185
4400,3,2,deep,medium,no,yes,4.76,2.38,17.41,215,SOLO DEEP,4.76,215
4400,3,2,deep,medium,yes,no,3.82,1.91,17.01,170,SOLO DEEP,3.82,170
4400,3,2,deep,medium,yes,yes,4.45,2.22,19.11,200,SOLO DEEP,4.45,200
4400,3,2,deep,high,no,no,4.85,2.43,37.91,220,SOLO DEEP,4.85,220
4400,3,2,deep,high,no,yes,5.48,2.74,40.01,245,SOLO DEEP,5.48,245
4400,3,2,deep,high,yes,no,4.54,2.27,39.61,205,SOLO DEEP,4.54,205
4400,3,2,deep,high,yes,yes,5.17,2.59,41.71,235,SOLO DEEP,5.17,235
4400,3,3,standard,low,no,no,2.19,1.1,5.88,100,SOLO STANDARD,2.19,100
4400,3,3,standard,low,no,yes,2.82,1.41,7.98,125,SOLO STANDARD,2.82,125
4400,3,3,standard,low,yes,no,1.88,0.94,7.58,85,SOLO STANDARD,1.88,85
4400,3,3,standard,low,yes,yes,2.51,1.26,9.68,115,SOLO STANDARD,2.51,115
4400,3,3,standard,medium,no,no,2.49,1.24,7.61,110,SOLO STANDARD,2.49,110
4400,3,3,standard,medium,no,yes,3.12,1.56,9.71,140,SOLO STANDARD,3.12,140
4400,3,3,standard,medium,yes,no,2.18,1.09,9.31,100,SOLO STANDARD,2.18,100
4400,3,3,standard,medium,yes,yes,2.81,1.4,11.41,125,SOLO STANDARD,2.81,125
4400,3,3,standard,high,no,no,3.21,1.61,18.85,145,SOLO STANDARD,3.21,145
4400,3,3,standard,high,no,yes,3.84,1.92,20.95,175,SOLO STANDARD,3.84,175
4400,3,3,standard,high,yes,no,2.9,1.45,20.55,130,SOLO STANDARD,2.9,130
4400,3,3,standard,high,yes,yes,3.53,1.76,22.65,160,SOLO STANDARD,3.53,160
4400,3,3,deep,low,no,no,3.99,1.99,11.82,180,SOLO DEEP,3.99,180
4400,3,3,deep,low,no,yes,4.62,2.31,13.92,210,SOLO DEEP,4.62,210
4400,3,3,deep,low,yes,no,3.68,1.84,13.52,165,SOLO DEEP,3.68,165
4400,3,3,deep,low,yes,yes,4.3,2.15,15.62,195,SOLO DEEP,4.3,195
4400,3,3,deep,medium,no,no,4.28,2.14,15.31,195,SOLO DEEP,4.28,195
4400,3,3,deep,medium,no,yes,4.91,2.46,17.41,220,SOLO DEEP,4.91,220
4400,3,3,deep,medium,yes,no,3.97,1.99,17.01,180,SOLO DEEP,3.97,180
4400,3,3,deep,medium,yes,yes,4.6,2.3,19.11,205,SOLO DEEP,4.6,205
4400,3,3,deep,high,no,no,5,2.5,37.91,225,SOLO DEEP,5,225
4400,3,3,deep,high,no,yes,5.63,2.82,40.01,255,SOLO DEEP,5.63,255
4400,3,3,deep,high,yes,no,4.69,2.35,39.61,210,SOLO DEEP,4.69,210
4400,3,3,deep,high,yes,yes,5.32,2.66,41.71,240,SOLO DEEP,5.32,240
4400,3,4,standard,low,no,no,2.34,1.17,5.88,105,SOLO STANDARD,2.34,105
4400,3,4,standard,low,no,yes,2.97,1.49,7.98,135,SOLO STANDARD,2.97,135
4400,3,4,standard,low,yes,no,2.03,1.02,7.58,90,SOLO STANDARD,2.03,90
4400,3,4,standard,low,yes,yes,2.66,1.33,9.68,120,SOLO STANDARD,2.66,120
4400,3,4,standard,medium,no,no,2.64,1.32,7.61,120,SOLO STANDARD,2.64,120
4400,3,4,standard,medium,no,yes,3.27,1.63,9.71,145,SOLO STANDARD,3.27,145
4400,3,4,standard,medium,yes,no,2.33,1.16,9.31,105,SOLO STANDARD,2.33,105
4400,3,4,standard,medium,yes,yes,2.96,1.48,11.41,135,SOLO STANDARD,2.96,135
4400,3,4,standard,high,no,no,3.36,1.68,18.85,150,SOLO STANDARD,3.36,150
4400,3,4,standard,high,no,yes,3.99,2,20.95,180,SOLO STANDARD,3.99,180
4400,3,4,standard,high,yes,no,3.05,1.53,20.55,135,SOLO STANDARD,3.05,135
4400,3,4,standard,high,yes,yes,3.68,1.84,22.65,165,SOLO STANDARD,3.68,165
4400,3,4,deep,low,no,no,4.14,2.07,11.82,185,SOLO DEEP,4.14,185
4400,3,4,deep,low,no,yes,4.77,2.38,13.92,215,SOLO DEEP,4.77,215
4400,3,4,deep,low,yes,no,3.83,1.91,13.52,170,SOLO DEEP,3.83,170
4400,3,4,deep,low,yes,yes,4.45,2.23,15.62,200,SOLO DEEP,4.45,200
4400,3,4,deep,medium,no,no,4.43,2.22,15.31,200,SOLO DEEP,4.43,200
4400,3,4,deep,medium,no,yes,5.06,2.53,17.41,230,SOLO DEEP,5.06,230
4400,3,4,deep,medium,yes,no,4.12,2.06,17.01,185,SOLO DEEP,4.12,185
4400,3,4,deep,medium,yes,yes,4.75,2.38,19.11,215,SOLO DEEP,4.75,215
4400,3,4,deep,high,no,no,5.15,2.58,37.91,230,SOLO DEEP,5.15,230
4400,3,4,deep,high,no,yes,5.78,2.89,40.01,260,SOLO DEEP,5.78,260
4400,3,4,deep,high,yes,no,4.84,2.42,39.61,220,SOLO DEEP,4.84,220
4400,3,4,deep,high,yes,yes,5.47,2.74,41.71,245,SOLO DEEP,5.47,245
4400,3,5,standard,low,no,no,2.49,1.25,5.88,110,SOLO STANDARD,2.49,110
4400,3,5,standard,low,no,yes,3.12,1.56,7.98,140,SOLO STANDARD,3.12,140
4400,3,5,standard,low,yes,no,2.18,1.09,7.58,100,SOLO STANDARD,2.18,100
4400,3,5,standard,low,yes,yes,2.81,1.41,9.68,125,SOLO STANDARD,2.81,125
4400,3,5,standard,medium,no,no,2.79,1.4,7.61,125,SOLO STANDARD,2.79,125
4400,3,5,standard,medium,no,yes,3.42,1.71,9.71,155,SOLO STANDARD,3.42,155
4400,3,5,standard,medium,yes,no,2.48,1.24,9.31,110,SOLO STANDARD,2.48,110
4400,3,5,standard,medium,yes,yes,3.11,1.55,11.41,140,SOLO STANDARD,3.11,140
4400,3,5,standard,high,no,no,3.51,1.76,18.85,160,SOLO STANDARD,3.51,160
4400,3,5,standard,high,no,yes,4.14,2.07,20.95,185,SOLO STANDARD,4.14,185
4400,3,5,standard,high,yes,no,3.2,1.6,20.55,145,SOLO STANDARD,3.2,145
4400,3,5,standard,high,yes,yes,3.83,1.91,22.65,170,SOLO STANDARD,3.83,170
4400,3,5,deep,low,no,no,4.29,2.14,11.82,195,SOLO DEEP,4.29,195
4400,3,5,deep,low,no,yes,4.92,2.46,13.92,220,SOLO DEEP,4.92,220
4400,3,5,deep,low,yes,no,3.98,1.99,13.52,180,SOLO DEEP,3.98,180
4400,3,5,deep,low,yes,yes,4.6,2.3,15.62,205,SOLO DEEP,4.6,205
4400,3,5,deep,medium,no,no,4.58,2.29,15.31,205,SOLO DEEP,4.58,205
4400,3,5,deep,medium,no,yes,5.21,2.61,17.41,235,SOLO DEEP,5.21,235
4400,3,5,deep,medium,yes,no,4.27,2.14,17.01,190,SOLO DEEP,4.27,190
4400,3,5,deep,medium,yes,yes,4.9,2.45,19.11,220,SOLO DEEP,4.9,220
4400,3,5,deep,high,no,no,5.3,2.65,37.91,240,SOLO DEEP,5.3,240
4400,3,5,deep,high,no,yes,5.93,2.97,40.01,265,SOLO DEEP,5.93,265
4400,3,5,deep,high,yes,no,4.99,2.5,39.61,225,SOLO DEEP,4.99,225
4400,3,5,deep,high,yes,yes,5.62,2.81,41.71,255,SOLO DEEP,5.62,255
4400,4,1,standard,low,no,no,2.45,1.23,5.88,110,SOLO STANDARD,2.45,110
4400,4,1,standard,low,no,yes,3.08,1.54,7.98,140,SOLO STANDARD,3.08,140
4400,4,1,standard,low,yes,no,2.14,1.07,7.58,95,SOLO STANDARD,2.14,95
4400,4,1,standard,low,yes,yes,2.77,1.39,9.68,125,SOLO STANDARD,2.77,125
4400,4,1,standard,medium,no,no,2.75,1.37,7.61,125,SOLO STANDARD,2.75,125
4400,4,1,standard,medium,no,yes,3.38,1.69,9.71,150,SOLO STANDARD,3.38,150
4400,4,1,standard,medium,yes,no,2.44,1.22,9.31,110,SOLO STANDARD,2.44,110
4400,4,1,standard,medium,yes,yes,3.07,1.53,11.41,140,SOLO STANDARD,3.07,140
4400,4,1,standard,high,no,no,3.47,1.74,18.85,155,SOLO STANDARD,3.47,155
4400,4,1,standard,high,no,yes,4.1,2.05,20.95,185,SOLO STANDARD,4.1,185
4400,4,1,standard,high,yes,no,3.16,1.58,20.55,140,SOLO STANDARD,3.16,140
4400,4,1,standard,high,yes,yes,3.79,1.89,22.65,170,SOLO STANDARD,3.79,170
4400,4,1,deep,low,no,no,4.25,2.12,11.82,190,SOLO DEEP,4.25,190
4400,4,1,deep,low,no,yes,4.88,2.44,13.92,220,SOLO DEEP,4.88,220
4400,4,1,deep,low,yes,no,3.94,1.97,13.52,175,SOLO DEEP,3.94,175
4400,4,1,deep,low,yes,yes,4.56,2.28,15.62,205,SOLO DEEP,4.56,205
4400,4,1,deep,medium,no,no,4.54,2.27,15.31,205,SOLO DEEP,4.54,205
4400,4,1,deep,medium,no,yes,5.17,2.59,17.41,235,SOLO DEEP,5.17,235
4400,4,1,deep,medium,yes,no,4.23,2.12,17.01,190,SOLO DEEP,4.23,190
4400,4,1,deep,medium,yes,yes,4.86,2.43,19.11,220,SOLO DEEP,4.86,220
4400,4,1,deep,high,no,no,5.26,2.63,37.91,235,SOLO DEEP,5.26,235
4400,4,1,deep,high,no,yes,5.89,2.95,40.01,265,SOLO DEEP,5.89,265
4400,4,1,deep,high,yes,no,4.95,2.48,39.61,225,SOLO DEEP,4.95,225
4400,4,1,deep,high,yes,yes,5.58,2.79,41.71,250,SOLO DEEP,5.58,250
4400,4,2,standard,low,no,no,2.6,1.3,5.88,115,SOLO STANDARD,2.6,115
4400,4,2,standard,low,no,yes,3.23,1.62,7.98,145,SOLO STANDARD,3.23,145
4400,4,2,standard,low,yes,no,2.29,1.15,7.58,105,SOLO STANDARD,2.29,105
4400,4,2,standard,low,yes,yes,2.92,1.46,9.68,130,SOLO STANDARD,2.92,130
4400,4,2,standard,medium,no,no,2.9,1.45,7.61,130,SOLO STANDARD,2.9,130
4400,4,2,standard,medium,no,yes,3.53,1.76,9.71,160,SOLO STANDARD,3.53,160
4400,4,2,standard,medium,yes,no,2.59,1.29,9.31,115,SOLO STANDARD,2.59,115
4400,4,2,standard,medium,yes,yes,3.22,1.61,11.41,145,SOLO STANDARD,3.22,145
4400,4,2,standard,high,no,no,3.62,1.81,18.85,165,SOLO STANDARD,3.62,165
4400,4,2,standard,high,no,yes,4.25,2.13,20.95,190,SOLO STANDARD,4.25,190
4400,4,2,standard,high,yes,no,3.31,1.66,20.55,150,SOLO STANDARD,3.31,150
4400,4,2,standard,high,yes,yes,3.94,1.97,22.65,175,SOLO STANDARD,3.94,175
4400,4,2,deep,low,no,no,4.4,2.2,11.82,200,SOLO DEEP,4.4,200
4400,4,2,deep,low,no,yes,5.03,2.51,13.92,225,SOLO DEEP,5.03,225
4400,4,2,deep,low,yes,no,4.09,2.04,13.52,185,SOLO DEEP,4.09,185
4400,4,2,deep,low,yes,yes,4.71,2.36,15.62,210,SOLO DEEP,4.71,210
4400,4,2,deep,medium,no,no,4.69,2.35,15.31,210,SOLO DEEP,4.69,210
4400,4,2,deep,medium,no,yes,5.32,2.66,17.41,240,SOLO DEEP,5.32,240
4400,4,2,deep,medium,yes,no,4.38,2.19,17.01,195,SOLO DEEP,4.38,195
4400,4,2,deep,medium,yes,yes,5.01,2.51,19.11,225,SOLO DEEP,5.01,225
4400,4,2,deep,high,no,no,5.41,2.71,37.91,245,SOLO DEEP,5.41,245
4400,4,2,deep,high,no,yes,6.04,3.02,40.01,270,,,
4400,4,2,deep,high,yes,no,5.1,2.55,39.61,230,SOLO DEEP,5.1,230
4400,4,2,deep,high,yes,yes,5.73,2.87,41.71,260,SOLO DEEP,5.73,260
4400,4,3,standard,low,no,no,2.75,1.38,5.88,125,SOLO STANDARD,2.75,125
4400,4,3,standard,low,no,yes,3.38,1.69,7.98,150,SOLO STANDARD,3.38,150
4400,4,3,standard,low,yes,no,2.44,1.22,7.58,110,SOLO STANDARD,2.44,110
4400,4,3,standard,low,yes,yes,3.07,1.54,9.68,140,SOLO STANDARD,3.07,140
4400,4,3,standard,medium,no,no,3.05,1.53,7.61,135,SOLO STANDARD,3.05,135
4400,4,3,standard,medium,no,yes,3.68,1.84,9.71,165,SOLO STANDARD,3.68,165
4400,4,3,standard,medium,yes,no,2.74,1.37,9.31,125,SOLO STANDARD,2.74,125
4400,4,3,standard,medium,yes,yes,3.37,1.68,11.41,150,SOLO STANDARD,3.37,150
4400,4,3,standard,high,no,no,3.77,1.89,18.85,170,SOLO STANDARD,3.77,170
4400,4,3,standard,high,no,yes,4.4,2.2,20.95,200,SOLO STANDARD,4.4,200
4400,4,3,standard,high,yes,no,3.46,1.73,20.55,155,SOLO STANDARD,3.46,155
4400,4,3,standard,high,yes,yes,4.09,2.05,22.65,185,SOLO STANDARD,4.09,185
4400,4,3,deep,low,no,no,4.55,2.27,11.82,205,SOLO DEEP,4.55,205
4400,4,3,deep,low,no,yes,5.18,2.59,13.92,235,SOLO DEEP,5.18,235
4400,4,3,deep,low,yes,no,4.24,2.12,13.52,190,SOLO DEEP,4.24,190
4400,4,3,deep,low,yes,yes,4.87,2.43,15.62,220,SOLO DEEP,4.87,220
4400,4,3,deep,medium,no,no,4.84,2.42,15.31,220,SOLO DEEP,4.84,220
4400,4,3,deep,medium,no,yes,5.47,2.74,17.41,245,SOLO DEEP,5.47,245
4400,4,3,deep,medium,yes,no,4.53,2.27,17.01,205,SOLO DEEP,4.53,205
4400,4,3,deep,medium,yes,yes,5.16,2.58,19.11,230,SOLO DEEP,5.16,230
4400,4,3,deep,high,no,no,5.56,2.78,37.91,250,SOLO DEEP,5.56,250
4400,4,3,deep,high,no,yes,6.19,3.1,40.01,280,,,
4400,4,3,deep,high,yes,no,5.25,2.63,39.61,235,SOLO DEEP,5.25,235
4400,4,3,deep,high,yes,yes,5.88,2.94,41.71,265,SOLO DEEP,5.88,265
4400,4,4,standard,low,no,no,2.9,1.45,5.88,130,SOLO STANDARD,2.9,130
4400,4,4,standard,low,no,yes,3.53,1.77,7.98,160,SOLO STANDARD,3.53,160
4400,4,4,standard,low,yes,no,2.59,1.3,7.58,115,SOLO STANDARD,2.59,115
4400,4,4,standard,low,yes,yes,3.22,1.61,9.68,145,SOLO STANDARD,3.22,145
4400,4,4,standard,medium,no,no,3.2,1.6,7.61,145,SOLO STANDARD,3.2,145
4400,4,4,standard,medium,no,yes,3.83,1.91,9.71,170,SOLO STANDARD,3.83,170
4400,4,4,standard,medium,yes,no,2.89,1.44,9.31,130,SOLO STANDARD,2.89,130
4400,4,4,standard,medium,yes,yes,3.52,1.76,11.41,160,SOLO STANDARD,3.52,160
4400,4,4,standard,high,no,no,3.92,1.96,18.85,175,SOLO STANDARD,3.92,175
4400,4,4,standard,high,no,yes,4.55,2.28,20.95,205,SOLO STANDARD,4.55,205
4400,4,4,standard,high,yes,no,3.61,1.81,20.55,165,SOLO STANDARD,3.61,160
4400,4,4,standard,high,yes,yes,4.24,2.12,22.65,190,SOLO STANDARD,4.24,190
4400,4,4,deep,low,no,no,4.7,2.35,11.82,210,SOLO DEEP,4.7,210
4400,4,4,deep,low,no,yes,5.33,2.66,13.92,240,SOLO DEEP,5.33,240
4400,4,4,deep,low,yes,no,4.39,2.19,13.52,195,SOLO DEEP,4.39,200
4400,4,4,deep,low,yes,yes,5.02,2.51,15.62,225,SOLO DEEP,5.02,225
4400,4,4,deep,medium,no,no,4.99,2.5,15.31,225,SOLO DEEP,4.99,225
4400,4,4,deep,medium,no,yes,5.62,2.81,17.41,255,SOLO DEEP,5.62,255
4400,4,4,deep,medium,yes,no,4.68,2.34,17.01,210,SOLO DEEP,4.68,210
4400,4,4,deep,medium,yes,yes,5.31,2.66,19.11,240,SOLO DEEP,5.31,240
4400,4,4,deep,high,no,no,5.71,2.86,37.91,255,SOLO DEEP,5.71,255
4400,4,4,deep,high,no,yes,6.34,3.17,40.01,285,,,
4400,4,4,deep,high,yes,no,5.4,2.7,39.61,245,SOLO DEEP,5.4,245
4400,4,4,deep,high,yes,yes,6.03,3.02,41.71,270,,,
4400,4,5,standard,low,no,no,3.06,1.53,5.88,135,SOLO STANDARD,3.06,140
4400,4,5,standard,low,no,yes,3.68,1.84,7.98,165,SOLO STANDARD,3.68,165
4400,4,5,standard,low,yes,no,2.74,1.37,7.58,125,SOLO STANDARD,2.74,125
4400,4,5,standard,low,yes,yes,3.37,1.69,9.68,150,SOLO STANDARD,3.37,150
4400,4,5,standard,medium,no,no,3.35,1.68,7.61,150,SOLO STANDARD,3.35,150
4400,4,5,standard,medium,no,yes,3.98,1.99,9.71,180,SOLO STANDARD,3.98,180
4400,4,5,standard,medium,yes,no,3.04,1.52,9.31,135,SOLO STANDARD,3.04,135
4400,4,5,standard,medium,yes,yes,3.67,1.83,11.41,165,SOLO STANDARD,3.67,165
4400,4,5,standard,high,no,no,4.07,2.04,18.85,185,SOLO STANDARD,4.07,185
4400,4,5,standard,high,no,yes,4.7,2.35,20.95,210,SOLO STANDARD,4.7,210
4400,4,5,standard,high,yes,no,3.76,1.88,20.55,170,SOLO STANDARD,3.76,170
4400,4,5,standard,high,yes,yes,4.39,2.2,22.65,200,SOLO STANDARD,4.39,200
4400,4,5,deep,low,no,no,4.85,2.42,11.82,220,SOLO DEEP,4.85,220
4400,4,5,deep,low,no,yes,5.48,2.74,13.92,245,SOLO DEEP,5.48,245
4400,4,5,deep,low,yes,no,4.54,2.27,13.52,205,SOLO DEEP,4.54,205
4400,4,5,deep,low,yes,yes,5.17,2.58,15.62,230,SOLO DEEP,5.17,235
4400,4,5,deep,medium,no,no,5.14,2.57,15.31,230,SOLO DEEP,5.14,230
4400,4,5,deep,medium,no,yes,5.77,2.89,17.41,260,SOLO DEEP,5.77,260
4400,4,5,deep,medium,yes,no,4.83,2.42,17.01,215,SOLO DEEP,4.83,215
4400,4,5,deep,medium,yes,yes,5.46,2.73,19.11,245,SOLO DEEP,5.46,245
4400,4,5,deep,high,no,no,5.86,2.93,37.91,265,SOLO DEEP,5.86,265
4400,4,5,deep,high,no,yes,6.49,3.25,40.01,290,,,
4400,4,5,deep,high,yes,no,5.55,2.78,39.61,250,SOLO DEEP,5.55,250
4400,4,5,deep,high,yes,yes,6.18,3.09,41.71,280,,,
4400,5,1,standard,low,no,no,3.01,1.51,5.88,135,SOLO STANDARD,3.01,135
4400,5,1,standard,low,no,yes,3.64,1.82,7.98,165,SOLO STANDARD,3.64,165
4400,5,1,standard,low,yes,no,2.7,1.35,7.58,120,SOLO STANDARD,2.7,120
4400,5,1,standard,low,yes,yes,3.33,1.67,9.68,150,SOLO STANDARD,3.33,150
4400,5,1,standard,medium,no,no,3.31,1.66,7.61,150,SOLO STANDARD,3.31,150
4400,5,1,standard,medium,no,yes,3.94,1.97,9.71,175,SOLO STANDARD,3.94,175
4400,5,1,standard,medium,yes,no,3,1.5,9.31,135,SOLO STANDARD,3,135
4400,5,1,standard,medium,yes,yes,3.63,1.81,11.41,165,SOLO STANDARD,3.63,165
4400,5,1,standard,high,no,no,4.03,2.02,18.85,180,SOLO STANDARD,4.03,180
4400,5,1,standard,high,no,yes,4.66,2.33,20.95,210,SOLO STANDARD,4.66,210
4400,5,1,standard,high,yes,no,3.72,1.86,20.55,165,SOLO STANDARD,3.72,165
4400,5,1,standard,high,yes,yes,4.35,2.18,22.65,195,SOLO STANDARD,4.35,195
4400,5,1,deep,low,no,no,4.81,2.4,11.82,215,SOLO DEEP,4.81,215
4400,5,1,deep,low,no,yes,5.44,2.72,13.92,245,SOLO DEEP,5.44,245
4400,5,1,deep,low,yes,no,4.5,2.25,13.52,200,SOLO DEEP,4.5,205
4400,5,1,deep,low,yes,yes,5.13,2.56,15.62,230,SOLO DEEP,5.13,230
4400,5,1,deep,medium,no,no,5.1,2.55,15.31,230,SOLO DEEP,5.1,230
4400,5,1,deep,medium,no,yes,5.73,2.87,17.41,260,SOLO DEEP,5.73,260
4400,5,1,deep,medium,yes,no,4.79,2.4,17.01,215,SOLO DEEP,4.79,215
4400,5,1,deep,medium,yes,yes,5.42,2.71,19.11,245,SOLO DEEP,5.42,245
4400,5,1,deep,high,no,no,5.82,2.91,37.91,260,SOLO DEEP,5.82,260
